Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
88,04-08-2024,27,121258,12020.19697,4,82035,Rural,15.4,14.8,74.8,Monsoon,Weekday,National_Festival,15935.05,322.82,1779.07,12283.62,52.2,24.9,13.2,5.5,4,13,3000,7075.3,3.03,22.345444,82.919159,Medium,242,51.07,154.7,Highway,Average,1,1,46.9,None,242.52,,,
89,08-09-2024,60,161484,3606.392048,3,162257,Urban,34.8,4.3,45.7,Monsoon,Weekend,None,21405.1,35.42,942.22,2370.85,49.7,24.5,16.1,9,2,19,8000,3181.7,3.44,24.083259,72.218727,Medium,389,40.55,56.1,Residential,Good,0,1,41,None,322.97,,,
90,06-07-2024,73,18181,2468.254907,3,125224,Urban,36.9,148.1,60.7,Winter,Weekday,None,2338.76,256.11,3250.55,1794.4,58.1,24.6,17.4,10.8,6,23,3000,3761.2,4.76,16.569957,84.953756,Medium,119,15.19,50.9,Residential,Good,1,0,36.3,None,36.36,,,
91,10-02-2024,52,49898,5175.80866,6,62974,Rural,29.9,254.6,79.7,Summer,Weekday,None,6463.01,6.12,2806.93,6714.76,41.6,15,15.5,10.1,5,32,3000,1184.5,2.99,17.31749,93.984366,Medium,215,58.3,159.6,Residential,Poor,0,0,34.3,None,99.8,,,
92,05-06-2024,28,457846,6753.772475,5,74648,Rural,15.1,74.4,74.8,Monsoon,Weekday,Local_Festival,64355.75,459.44,894.6,8133.92,46,24.4,20,8.8,3,35,3000,3482.6,2.21,23.7529,90.454034,Medium,231,5.41,122,Main_Road,Good,0,0,21.8,None,915.69,,,
93,15-01-2024,65,270549,7268.501789,6,481342,Urban,35,208,34.5,Summer,Weekend,None,36652.31,13.37,455.37,2863.58,68.3,25.1,19.1,11.1,5,41,8000,4647,2.9,19.05722,80.379306,Medium,359,16.92,76.4,Residential,Good,1,0,15.1,None,541.1,,,
94,27-10-2024,17,494620,16309.06471,6,78612,Rural,39.6,164.1,53.4,Monsoon,Weekday,None,70034.93,389.78,2595.44,9072.09,66,19.4,9.9,5.9,5,12,2000,3283.1,2.08,18.158532,68.962632,Low,421,8.63,31.3,Highway,Poor,0,0,53.3,Landslide,989.24,,,
95,05-03-2024,95,278006,1847.055953,4,158722,Rural,32.6,87.2,77,Monsoon,Weekday,None,37720.72,123.88,2323.37,7995.36,54.3,19,14.3,11.3,2,7,2000,1136.2,5.3,18.75231,72.405846,Medium,73,44.83,48.5,Highway,Good,1,0,44.2,None,556.01,,,
96,10-12-2024,44,190751,2479.821968,4,354720,Urban,36.3,85.7,41.7,Monsoon,Weekday,None,25433.1,295.26,2087.19,6501.91,62.7,10.3,18,10.1,5,15,8000,2100.3,2.35,32.277385,80.793528,Medium,321,55.41,66.5,Residential,Good,1,0,50.2,None,381.5,,,
97,22-11-2024,10,295832,5123.300956,3,457799,Urban,17.7,22,42.7,Summer,Weekend,Local_Festival,40290.37,228.49,3355.28,3816.91,50,27.6,8.6,5.6,4,13,3000,2509.1,5.82,22.911551,96.024505,Low,127,49.59,17,Highway,Good,1,0,48.6,Landslide,591.66,,,
98,09-01-2024,63,53017,21865.54519,2,464402,Urban,36.5,160.9,71,Winter,Weekday,None,6871.79,274.19,1218.74,6270.75,63.6,20.9,13.5,12.6,2,25,3000,6277.3,5.72,25.168827,82.145579,High,332,13.42,97.6,Highway,Average,0,0,47.8,None,106.03,,,
99,09-12-2024,93,494697,15900.82069,2,75563,Rural,33.4,135,48.4,Monsoon,Weekday,None,70046.5,302.59,463.92,14107.71,57.6,20.8,14.6,13.4,5,15,8000,2025.6,2.03,9.561868,96.232907,Medium,170,43.95,139.4,Highway,Good,1,1,40.6,None,989.39,,,
100,08-05-2024,82,280083,18394.05665,4,207763,Urban,24.9,86.8,51,Winter,Weekend,National_Festival,38018.79,491.7,753.02,6238.32,42.4,25.7,5.5,12.9,4,5,5000,5682,3.83,11.205509,78.199141,High,252,57.54,124.1,Highway,Average,0,0,10.8,None,560.17,,,
101,15-05-2024,47,248343,9573.872811,3,379271,Urban,35.6,291.1,64,Monsoon,Weekday,Local_Festival,33495.46,391.85,2537.9,11373.69,57.5,20.3,16.4,7.3,2,6,8000,2851.9,4.8,18.297869,77.38649,Low,103,48.98,164.8,Highway,Good,1,1,15.9,None,496.69,,,
102,03-03-2024,38,492683,5723.898552,7,130994,Urban,34.4,245.5,78.8,Winter,Weekday,Local_Festival,69732.73,401.78,3192.77,400.99,52.4,18.7,19.5,8.3,4,8,5000,1331.8,2.03,20.494589,89.445317,Medium,325,1.99,33.5,Residential,Average,0,0,53.9,None,985.37,,,
103,18-05-2024,70,371296,1430.053344,3,449117,Urban,33,157.5,62.4,Summer,Weekday,None,51327.96,448.92,2416.95,2351.89,51.8,10.6,8,11,3,1,5000,4264.1,4.14,35.610485,70.046966,Low,467,40.32,130.1,Residential,Good,1,0,47.7,None,742.59,,,
104,21-03-2024,76,306729,12469.12269,6,156383,Urban,20.5,156.5,88.1,Monsoon,Weekend,None,41850.66,455.88,544.77,3813.9,58.8,23.4,5.8,12,2,38,3000,6688.4,3.13,24.69465,73.899874,Low,309,48.22,143.1,Residential,Good,0,1,52.4,None,613.46,,,
105,11-06-2024,53,383459,14569.88362,5,157083,Urban,23.9,58.1,36.9,Monsoon,Weekend,None,53149.66,427.34,2484.7,9962.32,47.4,18.9,6.4,10.8,2,39,3000,2779.7,4.16,8.461515,89.116757,Medium,254,52.13,109.8,Main_Road,Good,0,0,16.2,Heatwave,766.92,,,
106,15-10-2024,78,109447,22476.56846,3,59034,Rural,44.7,194.7,79,Winter,Weekday,None,14347.89,376.02,1135.52,8130.86,59.6,28.8,14,12.2,3,4,8000,4907.7,4.49,29.30832,71.573956,Low,240,2.37,59.2,Highway,Good,1,0,33,None,218.89,,,
107,17-09-2024,44,248885,22111.27798,5,348561,Rural,28,286.1,65.3,Winter,Weekday,Local_Festival,33574.28,5.36,1419.88,8978.86,66,26.9,8.9,11,3,30,3000,6706.2,5.96,27.609311,71.667977,High,166,41.78,122.5,Main_Road,Good,0,0,32.9,None,497.77,,,
108,18-08-2024,74,244434,10904.78638,5,405872,Rural,16.8,269.5,83.1,Winter,Weekday,Local_Festival,32947.44,302.8,2265,6677.61,64.8,11.5,12.7,8.8,3,9,2000,2503.6,2.59,17.348757,74.157326,Medium,27,38.4,119.9,Highway,Good,0,0,25.2,None,488.87,,,
109,10-02-2024,54,159014,10877.65926,6,261724,Urban,42,25.4,50.6,Summer,Weekend,None,21066.96,37.74,1517.67,11514.69,56.5,24.4,11.7,9.5,4,45,5000,1188.5,2.85,24.139609,70.291351,Medium,241,39.32,97.8,Highway,Poor,0,0,11.7,None,318.03,,,
110,28-01-2024,20,246147,4447.51097,5,461165,Urban,20.2,15.9,61.3,Monsoon,Weekend,None,33186.98,11.11,3366.19,1833.84,59.8,22.9,19.9,11.5,4,33,3000,2185.8,3.95,19.437317,90.110621,Medium,121,6.52,27.2,Residential,Good,1,0,40.7,None,492.29,,,
111,14-05-2024,79,403488,6807.500202,3,168297,Rural,27.1,288.4,83.5,Summer,Weekday,None,56131.7,15.01,2788.3,6873.8,43.8,26.6,14.6,7.8,2,20,8000,6935.9,3.04,36.844522,83.684024,Medium,286,10.96,140,Residential,Poor,1,0,15.6,None,806.98,,,
112,19-07-2024,31,442350,23178.75762,6,478913,Urban,23.3,60,84.1,Summer,Weekend,None,61997.25,467.46,1922.36,10939.2,50.3,29.6,15.7,6.4,3,5,2000,2962.8,4.14,14.532792,91.30162,Low,498,11.36,96.7,Main_Road,Average,1,0,40.3,None,884.7,,,
113,23-11-2024,7,160337,3955.382268,5,83489,Urban,43.9,165.1,54.4,Winter,Weekend,Local_Festival,21247.65,146.97,1538.11,6080.91,43.9,19.5,9.6,13.5,6,16,3000,1829.2,5.65,15.487316,73.606321,High,36,45.44,70.5,Residential,Poor,0,0,10.5,Flood,320.67,,,
114,24-09-2024,58,259743,24233.1389,6,182876,Urban,26.3,22.4,83.4,Winter,Weekday,None,35117.2,286.83,1182.74,5532.65,64.3,25.1,19.6,14.9,5,16,5000,4282.4,5.85,24.022441,86.865705,Low,129,12.34,123.2,Highway,Good,1,0,18.9,None,519.49,,,
115,02-02-2024,10,184264,12866.09448,7,128147,Urban,36.3,253,74.4,Monsoon,Weekend,None,24532.85,99.27,1187.52,7301.45,61.2,26.8,17,14.2,4,20,2000,5135.4,3.09,30.386608,88.729317,Low,258,11.99,167.8,Residential,Good,1,0,47.9,None,368.53,,,
116,17-02-2024,10,164740,11686.86598,2,110538,Urban,33,35.4,56.6,Monsoon,Weekday,Local_Festival,21851.81,379.75,2271.25,549,49.6,22.5,6.3,6.3,6,42,2000,3967.5,5.2,23.766234,76.707005,Medium,417,20.72,151.5,Highway,Good,0,0,52.3,None,329.48,,,
117,02-03-2024,39,86560,4778.640327,4,247262,Urban,16.3,193.1,93,Monsoon,Weekday,None,11297.52,404.85,2921.46,11441.28,65,13.3,20,5.4,5,18,5000,2929.5,5.87,30.433455,72.774752,Medium,313,12.46,28.2,Highway,Average,0,0,28.3,Cyclone,173.12,,,
118,03-08-2024,28,364579,16707.76064,6,360021,Rural,26.5,17,32,Winter,Weekend,Local_Festival,50328.53,180.16,703.23,11180.08,60.5,12.6,9.9,11.5,2,29,2000,4191.5,3.38,21.720659,95.463479,Low,62,33.76,89.7,Residential,Poor,0,0,32,None,729.16,,,
119,19-10-2024,30,74283,11766.2152,4,303444,Urban,26.7,47,54.9,Winter,Weekday,None,9670.2,10.58,3243.98,12568.38,52.8,24.3,7.9,9.2,6,28,2000,7275.4,5.39,21.637762,74.441459,Low,222,24.19,37.9,Residential,Good,1,1,41.8,None,148.57,,,
120,08-04-2024,37,14297,9581.245164,5,485872,Rural,44.7,153.6,50,Summer,Weekday,None,1837.41,319.76,1080.54,2203.59,59.5,29.5,8.8,11.2,5,25,2000,5354.5,3.07,20.403143,70.966038,Medium,175,5.47,67.5,Main_Road,Average,1,0,48.6,Heatwave,28.59,,,
121,20-06-2024,67,69005,6980.647355,4,466053,Urban,39.4,13.7,90.8,Monsoon,Weekday,Local_Festival,8973.7,437.93,2485.9,11940.6,59.8,15.7,14.5,5.4,4,28,2000,3735.5,3.25,22.315026,91.17159,Low,457,14.11,23.1,Highway,Good,0,0,53.9,Flood,138.01,,,
122,25-12-2024,43,395977,2128.926674,4,365535,Urban,40.7,58.7,36.5,Summer,Weekday,None,55016.23,68.14,2678.28,11378.61,41.5,27.8,12.9,13.1,5,19,5000,6610.3,4.94,10.434701,91.800252,Medium,156,28.72,109.1,Highway,Average,1,0,49.9,None,791.95,,,
123,01-08-2024,79,194506,13223.53886,4,63229,Urban,24.4,40.9,70.8,Monsoon,Weekday,None,25953.98,352.35,2882.51,13406.56,64.1,30,17.7,5.7,4,18,2000,514.8,4.51,36.995308,75.307661,Low,339,44.32,66.8,Residential,Good,1,0,17.7,None,389.01,,,
124,04-02-2024,85,462965,8166.25416,2,470503,Rural,24.9,12.2,76.6,Monsoon,Weekday,None,65137.16,136.97,1392.69,1774.01,61.2,15.9,6.6,9.5,3,44,8000,1973.4,4.49,36.167682,94.570628,Medium,85,25.87,108.3,Main_Road,Good,0,0,50.2,None,925.93,,,
125,14-08-2024,52,399823,17842.69747,7,198348,Rural,30.5,291.3,42,Monsoon,Weekday,Local_Festival,55582.97,220.62,1461.18,12249.54,44.2,13,13.4,11.4,5,27,8000,4532.2,3.54,31.095875,92.755818,Low,159,11.3,152.5,Highway,Average,1,1,23.2,None,799.65,,,
126,10-04-2024,56,135654,18226.29774,6,273748,Urban,33.9,135,39.7,Summer,Weekday,None,17881.65,170.2,2375.77,5856.13,62.1,16.7,18.1,10.3,3,21,3000,5417.7,4.68,23.270328,81.970638,Low,89,10.82,138.3,Highway,Good,0,0,33.8,None,271.31,,,
127,10-05-2024,76,195255,8636.621783,6,185362,Urban,36.8,257.7,33.1,Summer,Weekday,Local_Festival,26059.19,453.73,3333.52,1379.84,67.4,20.3,16.9,8,6,9,3000,4194.3,4.33,21.71101,80.231014,Medium,346,12.83,79.6,Highway,Average,1,1,17,None,390.51,,,
128,13-09-2024,68,91994,16893.45675,7,405810,Urban,39.6,107.5,40.3,Summer,Weekday,None,12019.91,153.47,3255.55,12154.44,58.9,15.4,10.4,6.5,5,16,2000,5379.4,2.22,33.499848,69.543163,Low,224,53.45,36.7,Main_Road,Average,1,0,32.9,None,183.99,,,
129,05-01-2024,9,61305,6837.543387,3,100812,Rural,41.2,12.8,82.5,Winter,Weekday,None,7959.94,480.02,2623.35,11648.23,68.9,29.3,15.5,12.4,6,30,5000,5085.7,4.99,25.996195,80.8117,Low,411,42.52,97.9,Residential,Average,0,1,33.5,None,122.61,,,
130,05-08-2024,92,164045,18315.75629,3,471338,Urban,15.7,208.7,91.4,Winter,Weekday,None,21756.97,62.03,705.74,9365.46,52,12.8,10.8,8.5,6,21,3000,4734.4,3.58,36.211576,84.571873,Medium,63,24,83.3,Main_Road,Good,0,0,50.6,None,328.09,,,
131,11-09-2024,23,421333,893.8900659,3,162203,Rural,38.9,11.6,88.6,Summer,Weekday,Local_Festival,58821.27,461.93,2355.99,7263.74,56.4,15.9,16.5,10.8,5,24,3000,1584.1,4.35,19.707431,68.152365,Medium,2,50.19,168.4,Highway,Good,1,0,17.6,None,842.67,,,
132,24-12-2024,63,218058,4214.414791,2,218753,Urban,33.3,165.8,53.7,Winter,Weekday,None,29233.83,332.13,2875.44,4269.38,66.2,15.9,6.8,10.9,3,30,3000,3816.5,2.86,25.592913,79.850441,Medium,189,17.07,175,Main_Road,Poor,0,0,13.6,None,436.12,,,
133,09-10-2024,61,217143,6502.712217,4,466936,Urban,31,41.7,77.2,Winter,Weekday,None,29103.83,136.79,3453.89,14035.47,51.1,20.9,9.2,13.8,6,6,5000,3797.7,4.94,27.789284,85.55467,High,299,26.54,167,Main_Road,Good,1,0,45.6,None,434.29,,,
134,25-07-2024,40,389832,19436.91943,6,496288,Urban,33.9,201.2,83.8,Summer,Weekday,None,54095.1,17.83,1936.62,10764.13,40.2,22.9,17.5,5.8,2,35,5000,2215.4,5.2,31.883915,73.551274,Medium,116,24.8,23.3,Main_Road,Average,1,0,40.2,None,779.66,,,
135,15-01-2024,44,230963,2126.218201,3,157632,Rural,41.5,267.8,82.8,Monsoon,Weekend,None,31049.36,79.49,2077.19,6666.45,41.6,10.8,8.3,7.6,6,20,5000,7210.5,5.4,20.070106,84.138683,High,288,43.48,139.7,Main_Road,Good,0,0,12,Cyclone,461.93,,,
136,11-12-2024,86,274789,5107.400021,4,297059,Urban,31.4,286.7,34.1,Winter,Weekend,Local_Festival,37256.77,465.56,3444.65,5969.07,60.9,28.9,7.6,5.7,3,20,8000,7095.9,4.08,20.019045,83.096633,Medium,204,47.49,54.7,Highway,Good,0,0,35.5,None,549.58,,,
137,11-02-2024,24,309382,9286.290585,4,52523,Urban,19.9,158.3,44,Summer,Weekday,None,42233.52,251.93,2967.07,10131.98,59.5,28,10.7,13.5,6,17,2000,2766.1,5.8,21.746746,69.849882,Medium,67,46.86,142.6,Main_Road,Good,1,0,29.2,Heatwave,618.76,,,
138,27-06-2024,51,74694,724.7873567,4,307201,Rural,28.1,159.8,91,Monsoon,Weekend,None,9724.41,290.7,287.29,5923.42,64.1,29.9,15.8,10.1,5,41,3000,2133.1,5.07,35.90328,91.567659,Medium,111,56.74,105.4,Residential,Good,1,0,44.3,None,149.39,,,
139,03-03-2024,58,177845,19171.9639,7,149964,Urban,42.7,11.5,78.1,Winter,Weekday,Local_Festival,23644.62,415.42,3376.07,3507.56,42.9,18.3,6.5,14.2,2,26,2000,3440.2,3.72,34.372676,82.897943,Medium,473,54.61,28,Main_Road,Good,1,0,40.5,None,355.69,,,
140,17-12-2024,90,283930,14222.57617,6,450846,Urban,39.4,231,84.2,Summer,Weekend,None,38575.48,313.92,890.03,7903.16,63,10,10.2,6.9,3,31,8000,759.2,5.27,35.333151,79.177948,High,369,24.66,144.5,Residential,Good,0,0,30.4,None,567.86,,,
141,18-08-2024,94,45693,22566.64498,2,316656,Urban,21.1,286.9,63.4,Monsoon,Weekday,Local_Festival,5912.31,104.37,2989.18,11261.04,63.2,23.4,16.6,11.8,3,33,8000,7228.8,3.02,17.673929,71.423827,Medium,488,3.19,94.9,Residential,Poor,0,0,32.5,None,91.39,,,
142,28-08-2024,33,363591,1260.260297,5,477842,Urban,36.4,131.5,55.5,Winter,Weekday,None,50175.94,288.65,1389.73,14235.92,64.2,12.6,19.7,6.7,3,37,2000,1935.1,3.01,28.143747,86.083185,Low,351,43.21,69.8,Residential,Good,0,0,45.3,None,727.18,,,
143,21-02-2024,16,424794,7149.071752,3,206358,Urban,22.7,238.1,72.3,Summer,Weekend,None,59344.59,329.44,568.04,4129.72,41.4,20.2,7.8,12.4,6,5,8000,2180,3.26,32.280876,85.018582,Low,226,22.74,37,Highway,Good,1,0,16.8,None,849.59,,,
144,05-04-2024,22,444624,18415.66561,2,320473,Rural,25.5,239.2,60.7,Summer,Weekday,None,62344.18,122.56,3004.09,5412.11,65.1,11.9,15.3,10.5,4,36,5000,3867.9,2.96,14.452428,88.316186,Low,303,16.74,43.7,Main_Road,Average,0,1,48.8,None,889.25,,,
145,09-08-2024,57,74702,17041.16078,3,61752,Urban,29.1,235.7,54.3,Winter,Weekday,Local_Festival,9725.55,466.16,125.12,1814.06,66.3,21.9,13.4,9.4,6,48,3000,4831.4,3.43,15.33121,71.188452,Medium,95,31.04,118.5,Residential,Average,0,0,25.3,None,149.4,,,
146,18-08-2024,62,351989,6454.907295,5,166441,Urban,28.2,227.6,52.6,Summer,Weekend,None,48445.13,92.57,2059.09,12776.16,57.4,29,6.5,8.3,6,44,8000,3792.8,4.42,19.726871,76.838553,Low,102,52.11,140.6,Highway,Average,1,0,43.2,None,703.98,,,
147,24-08-2024,82,282220,15094.34951,6,388728,Rural,15.9,64.5,40.3,Monsoon,Weekday,None,38325.63,357.45,848.46,9708.42,68.9,19.6,15.3,6.2,2,28,5000,4270,3.1,33.656796,84.615857,Low,120,40.56,90,Main_Road,Good,1,0,31.2,None,564.44,,,
148,22-05-2024,71,286521,19947.0625,2,90103,Rural,38.2,225.4,64.4,Summer,Weekday,National_Festival,38948.39,453.64,647.24,12094.98,55.4,11.5,14.7,12.7,3,33,2000,7055.5,4.86,12.679891,96.667115,Low,452,55.43,22.6,Residential,Good,0,1,39.7,None,573.04,,,
149,19-06-2024,90,145350,1317.827232,5,302037,Rural,40.4,43.3,63.8,Winter,Weekday,None,19197.62,168.41,1927.05,1157.77,64.4,10.4,5.7,7.7,3,14,8000,6621.5,4.42,36.711884,92.065215,Medium,403,36.26,161.4,Highway,Average,0,0,25.7,Cyclone,290.7,,,
150,29-01-2024,72,463024,18081.89572,2,428016,Rural,30.9,213.8,68.4,Monsoon,Weekend,National_Festival,65146.71,426.43,3199.57,6609.66,45.3,10.8,18.3,13.8,2,47,5000,583.1,4.79,8.326185,73.779954,High,255,3.52,93.8,Main_Road,Poor,0,0,12.5,None,926.05,,,
151,05-02-2024,70,394512,6676.378095,2,237151,Rural,20.2,1.1,37.6,Summer,Weekend,None,54797.24,297.32,3377.48,12298.86,51.7,12.1,11.3,9.1,5,9,3000,4122.6,3.86,14.691749,78.320928,High,462,1.33,9.9,Residential,Average,0,0,11.3,None,789.02,,,
152,13-01-2024,30,38539,23722.35657,3,376423,Rural,22.4,275.6,89.5,Summer,Weekday,None,4979.15,155.69,538.29,2211.07,52.4,20.9,6.2,5.7,4,46,5000,6026.8,5.71,16.411702,72.692923,Low,264,36.14,39.5,Main_Road,Poor,0,0,8.3,None,77.08,,,
153,08-06-2024,23,131552,13686.39542,3,263725,Rural,18.8,248.2,78.2,Monsoon,Weekday,None,17325.83,367.13,2652.11,8465.88,50.7,12.4,13.9,5.7,2,24,8000,5730.5,3.43,34.2095,82.870934,Medium,195,53.34,78.4,Main_Road,Average,0,0,22.9,Flood,263.1,,,
154,22-11-2024,32,147512,1317.961474,7,363147,Rural,20.1,204.9,38.5,Monsoon,Weekday,None,19493.14,209.44,2421.19,7744.13,43.3,15.1,16.2,13.4,6,36,5000,3180.3,4.63,15.968953,73.809894,High,370,35.09,148.3,Main_Road,Good,0,0,30.8,None,295.02,,,
155,05-07-2024,86,293389,10384.05016,5,56520,Urban,41.3,28.3,35.2,Winter,Weekday,None,39935.07,104.95,1418.58,160.68,52.1,16.1,6.8,9.8,5,32,5000,5626.8,4.13,34.392409,74.99513,Low,20,18.21,113.9,Highway,Good,1,0,19.9,None,586.78,,,
156,30-08-2024,57,420313,24174.64053,7,370841,Urban,29.4,247.5,71.8,Summer,Weekend,None,58665.25,458.91,376.04,4766.21,68.5,10.8,10.9,9,2,20,8000,5250.6,5.71,14.704313,84.889146,Medium,237,43.1,15.2,Main_Road,Good,0,0,22,None,840.63,,,
157,26-03-2024,9,209775,18394.13833,4,287962,Rural,18.3,262.6,52.2,Monsoon,Weekend,None,28070.7,254.67,1834.45,6861.17,57.2,16.6,8.9,10.7,5,27,8000,2452.4,3.92,34.383104,73.008698,Low,24,57.15,125.6,Residential,Poor,1,0,44.9,None,419.55,,,
158,10-10-2024,31,334236,7861.73559,3,120827,Urban,22.6,206.4,50.7,Summer,Weekday,None,45844.26,397.64,2749.4,12946.68,68.9,13.7,19.2,5.5,3,47,3000,2074.8,5.95,9.122448,83.417533,Low,171,59.01,40.6,Main_Road,Average,0,1,48.8,Flood,668.47,,,
159,06-03-2024,71,376598,14594.04871,2,65106,Rural,43.5,292.8,84.6,Summer,Weekday,None,52118.87,473.45,61.03,8489.5,60.9,12.1,14.4,13.1,6,40,3000,1040.3,3.15,21.292995,68.343263,Low,419,5.38,75.9,Residential,Good,0,1,24,None,753.2,,,
160,18-06-2024,9,399367,15177.98321,2,303349,Urban,30.3,27.9,52.4,Summer,Weekend,Local_Festival,55515.27,368.37,1347.1,3712.31,52.3,28.7,17.1,9.4,4,33,3000,3769.8,5.4,28.833157,83.989281,Medium,362,25.03,13.3,Main_Road,Poor,0,0,11.2,None,798.73,,,
161,14-02-2024,13,157770,1072.029939,5,217167,Rural,30.5,212.6,71.1,Winter,Weekend,None,20897.04,237.54,291.15,3698.82,49.5,23.7,10,11.3,3,16,5000,4383.7,5.95,35.403549,87.311403,High,78,41.39,178.5,Highway,Good,1,0,21.2,Cyclone,315.54,,,
162,02-03-2024,58,153673,4881.417351,3,213495,Urban,30.8,157.4,64.9,Summer,Weekend,None,20337.99,429.35,233.89,13077.24,43,15.1,17.8,11.7,6,14,3000,794.7,2.59,12.145749,69.095169,Medium,384,14.71,127.4,Main_Road,Average,1,0,45.3,None,307.35,,,
163,13-05-2024,3,162879,14018.53499,6,176934,Urban,18.3,43.7,47.1,Winter,Weekday,Local_Festival,21596.61,296.37,836.7,7488.1,53.9,16.2,9.7,12.1,3,33,3000,3513.8,3.44,27.245574,72.311523,Medium,181,1.22,60.4,Main_Road,Good,0,0,12,None,325.76,,,
164,10-10-2024,35,181374,10367.43768,2,121660,Rural,44.1,197.5,51.6,Summer,Weekday,None,24131.92,54.76,3110.94,13228.7,64.9,19.9,9,9.1,2,8,3000,1184.5,4.83,15.965833,83.860912,Medium,362,4.07,63.3,Highway,Good,0,0,51.4,None,362.75,,,
165,28-01-2024,97,221936,5155.926456,7,260039,Urban,17.5,239.9,91.3,Winter,Weekend,Local_Festival,29779.49,307.8,1559.69,10296.77,44.1,28.5,8.2,9.2,5,39,8000,1064,5.58,33.330641,70.742395,Medium,348,29.61,148.9,Residential,Average,1,1,9.1,None,443.87,,,
166,17-04-2024,21,144111,19430.384,5,363362,Urban,36,49.4,51.5,Winter,Weekday,None,19028.92,7.67,2558.77,6900.63,67.8,12.4,9.1,8.7,3,28,3000,2653.5,4.98,32.957042,73.059119,Low,39,12.53,105.6,Residential,Good,1,1,18.4,None,288.22,,,
167,13-02-2024,64,314571,12480.37458,7,95863,Urban,16.7,238,81,Summer,Weekday,None,42982.64,487.99,3355.47,13929.54,60.7,23.4,13.2,13.5,2,24,8000,4400.8,2.44,11.709643,94.08782,Medium,412,1.63,115.8,Highway,Good,1,1,42.9,None,629.14,,,
168,05-12-2024,95,338983,8094.341988,2,295556,Urban,28.3,27.9,86,Winter,Weekday,None,46540.21,262.8,58.25,1569.89,61.5,28.4,6.3,9.3,6,23,8000,5081.3,4.21,15.729198,76.051805,Low,168,51.75,79.9,Highway,Good,0,0,45.4,None,677.97,,,
169,12-10-2024,52,194121,4461.094987,6,148550,Urban,42,177.4,34.6,Winter,Weekday,None,25900.77,50.65,2800.73,9653.39,58.4,21.9,5.8,12.7,5,1,8000,4732.1,3.41,14.854109,81.358424,High,8,44.64,121.3,Main_Road,Poor,1,1,40,None,388.24,,,
170,26-11-2024,34,417269,15473.50239,3,268316,Urban,38.1,239.5,73.1,Winter,Weekday,None,58208.27,153.27,466.15,14778.93,46.9,26.9,9.5,13.2,2,21,5000,7726.6,2.41,28.982022,92.689543,Low,456,52.01,163.4,Residential,Average,1,0,25.6,None,834.54,,,
171,07-05-2024,96,233252,16823.40192,5,385267,Rural,25,43.8,78.7,Summer,Weekend,National_Festival,31370.31,331.09,230.17,14004.2,48.5,23.1,8.6,5.4,5,3,5000,2196.6,4.67,9.460492,87.721295,Medium,313,52.91,171.8,Main_Road,Average,0,0,12.6,Landslide,466.5,,,
172,13-12-2024,35,383945,16905.13181,5,249746,Urban,31.5,171.5,58.2,Monsoon,Weekday,None,53223.76,147.95,2321.41,6410,68.2,12,16.3,5.8,4,50,8000,3841.5,3.55,22.888452,68.987188,High,390,54.32,24.4,Main_Road,Average,0,0,25.2,None,767.89,,,
173,18-08-2024,15,499497,5897.040327,3,427173,Urban,20,127.5,67,Monsoon,Weekday,None,70792.91,213.37,2504.38,3528.79,56.2,20.4,5.9,8.8,2,1,3000,4258.1,2,34.401805,70.565647,Low,243,43.93,13.8,Main_Road,Good,0,1,19.6,None,998.99,,,
174,08-07-2024,96,377989,15085.79098,6,359139,Rural,43.7,182.2,40.5,Summer,Weekend,National_Festival,52327.19,152.93,2518.64,3183.26,49.8,10.7,11.8,6.5,4,5,8000,2054.1,2.64,12.874065,76.750754,Medium,259,39.38,87,Highway,Average,1,0,8.4,Flood,755.98,,,
175,12-08-2024,6,353442,22682.45839,3,306923,Urban,36.3,127.3,50.7,Winter,Weekday,Local_Festival,48654.17,316.35,937.02,1215.95,40.7,20.3,19.6,9.4,3,21,5000,2349.2,5.61,28.227499,83.016503,High,225,49.13,99.9,Main_Road,Average,1,0,45.2,None,706.88,,,
176,09-10-2024,85,94147,9153.096219,3,274952,Urban,26.2,75.3,76,Summer,Weekday,None,12306.05,145.63,568.62,14511.14,52.1,20.8,9.6,8.3,4,41,8000,5370.5,5.35,20.159983,89.10787,Low,326,5.22,164.5,Highway,Good,1,0,31.9,None,188.29,,,
177,30-04-2024,97,60413,5663.78985,5,314578,Urban,24.5,76.1,69.2,Monsoon,Weekday,Local_Festival,7843.06,407.46,469.25,10825.21,43,24.6,11.6,5,6,33,2000,6937.8,5.75,21.680325,82.760901,Medium,381,34.71,44.3,Residential,Average,0,0,23.6,None,120.83,,,
